"GeneName","p.Weighted","q.Weighted","cor.Weighted","Z.Weighted","p.Standard","q.Standard","cor.Standard","Z.Standard"
"Gene17",0.938402825317766,0.999981955022432,-0.0112119281948626,-0.0776833999772689,0.954645441351683,0.997906536761553,-0.00825180066453557,-0.0571720985401515
"Gene18",0.941003300483253,0.999981955022432,-0.0107377329519952,-0.0743974852219215,0.791718978856263,0.991063703624337,-0.0383014770026338,-0.265555273394081
"Gene19",0.983586359550772,0.999981955022432,-0.00298494056409442,-0.0206803669882371,0.813261133872806,0.995017700496908,0.0342635251386091,0.237524131868369
"Gene20",0.964329656538466,0.999981955022432,0.00648856354343466,0.044955033247629,0.70513805902948,0.991063703624337,-0.054860207991843,-0.380655920971398
"Gene21",0.914939471654164,0.999981955022432,-0.0154963067493097,-0.107374455462473,0.583885682053384,0.991063703624337,-0.0793435291785245,-0.551446622984365
"Gene22",0.953604651218991,0.999981955022432,0.00844136655682094,0.0584855868280891,0.477189749652423,0.991063703624337,0.102861033478616,0.716442343539814
"Gene23",0.906690332741286,0.999981955022432,0.0170055175448429,0.117834720990342,0.849496241332802,0.996962345947714,0.0275274638739413,0.190788163772181
"Gene24",0.977976473580204,0.999981955022432,-0.00400535837625708,-0.0277501594381452,0.544865390445551,0.991063703624337,0.0876791715923988,0.60980763208773
"Gene25",0.955201949543141,0.999981955022432,-0.00815044581617595,-0.0564698207014822,0.847090327061432,0.996962345947714,0.0279727882081666,0.193877028613818
"Gene26",0.894526308962121,0.999981955022432,-0.0192342739390615,-0.133283615740226,0.404971412250255,0.991063703624337,-0.120387973075285,-0.84018306332288
"Gene27",0.356441639953677,0.999981955022432,0.133200677055069,0.93113865600982,0.138320681251605,0.950415257432093,0.212569634091431,1.50717062224208
"Gene28",0.97262169312042,0.999981955022432,-0.00497955173127818,-0.034499774119703,0.626112893869371,0.991063703624337,0.0706008378546774,0.490360575394739
"Gene29",0.844689066564042,0.999981955022432,0.0284175059320767,0.19696180116597,0.364041089316839,0.991063703624337,0.131128131711684,0.916395023946392
"Gene30",0.646569390370362,0.999981955022432,-0.0664554745471381,-0.461437090154608,0.24944388167681,0.991063703624337,-0.165940003892592,-1.16582930306496
"Gene31",0.998575159789593,0.999981955022432,-0.000259100047789498,-0.00179509784831474,0.736140892719794,0.991063703624337,0.0488618740936246,0.338929830272018
"Gene32",0.889732726234594,0.999981955022432,-0.0201137601586558,-0.13938041506,0.703149147466188,0.991063703624337,-0.0552480351320009,-0.383355128735738
"Gene33",0.933389741899894,0.999981955022432,-0.0121263929821111,-0.0840202928244789,0.514362879609797,0.991063703624337,-0.0943964193059926,-0.65693097861063
"Gene34",0.925903600498477,0.999981955022432,0.0134928621402422,0.093489801704843,0.879987959045711,0.996962345947714,0.0219038915860139,0.151791029996058
"Gene35",0.801676826299421,0.999981955022432,-0.0364315444506437,-0.252572814172984,0.433264843363445,0.991063703624337,-0.113328883294,-0.790256741148711
"Gene36",0.949283472322129,0.999981955022432,-0.00922856384166104,-0.0639400886498562,0.551071049802504,0.991063703624337,-0.0863351841231262,-0.600389467444773
"Gene37",0.975939003701205,0.999981955022432,0.00437601165042942,0.0303181883423579,0.545516993744736,0.991063703624337,0.0875377074601998,0.608816146930639
"Gene38",0.946319391907213,0.999981955022432,0.00976868674932667,0.0676826765548181,0.519077536137339,0.991063703624337,0.0933455215002437,0.649552837527232
"Gene39",0.978884962218861,0.999981955022432,-0.003840095869409,-0.0266051607720541,0.986502606923462,0.998818116694308,-0.0024545453598455,-0.0170056403187473
"Gene40",0.558256650396405,0.999981955022432,-0.0847879353979612,-0.589551009616608,0.194717431515908,0.985683349914807,-0.186491269931718,-1.31512109043337
"Gene41",0.895373069887518,0.999981955022432,-0.0190789893870562,-0.13220718031671,0.572969918444421,0.991063703624337,-0.0816486434416162,-0.567573423212457
"Gene42",0.965250925779606,0.999981955022432,0.00632087729298383,0.0437931973336946,0.994863017755797,0.998818116694308,0.000934140231754437,0.00647191619492721
"Gene43",0.935746844178425,0.999981955022432,-0.0116963647145547,-0.0810403353468737,0.485287309002167,0.991063703624337,-0.100988757677975,-0.703266037717556
"Gene44",0.854080590621578,0.999981955022432,0.0266796122567278,0.184907596306065,0.35247432850145,0.991063703624337,0.134293366894306,0.938916804778488
"Gene45",0.931692223265744,0.999981955022432,-0.0124361509261629,-0.0861668444659311,0.947836503120287,0.997906536761553,0.00949221863763505,0.0657669827698877
"Gene46",0.941598355337235,0.999981955022432,0.010629240813118,0.0736457009279752,0.884482610124073,0.996962345947714,0.0210778306256023,0.146063944107351
"Gene47",0.725299265154449,0.999981955022432,0.0509497650228543,0.353449380552557,0.28472012195934,0.991063703624337,0.154283340596091,1.08185983073664
"Gene48",0.987637745792622,0.999981955022432,-0.00224809988759995,-0.0155753322618012,0.463433304786906,0.991063703624337,0.106080844165514,0.739120126325892
"Gene49",0.979695982849354,0.999981955022432,-0.00369256777901913,-0.0255830344282699,0.872253215742229,0.996962345947714,-0.0233270682856976,-0.161658659285541
"Gene50",0.951242428402423,0.999981955022432,0.0088716658768955,0.0614671231635256,0.82464047220177,0.996962345947714,0.0321410661356471,0.222794946913276
"Gene51",0.929520259128862,0.999981955022432,-0.0128325644768985,-0.0889139359013368,0.897270073029308,0.996962345947714,-0.0187311811171477,-0.129796201482709
"Gene52",0.988023967712041,0.999981955022432,-0.00217785949237121,-0.0150886889535436,0.948827168646184,0.997906536761553,0.00931170450895079,0.0645161783481802
"Gene53",0.909905391375321,0.999981955022432,0.016417107303523,0.113756386776127,0.853050561111449,0.996962345947714,0.0268700329903878,0.186228289789724
"Gene54",0.949106408817447,0.999981955022432,-0.00926082529177031,-0.0641636311895195,0.941831146748842,0.997010540963244,0.0105867991725778,0.0733516069765893
"Gene55",0.933752754425325,0.999981955022432,-0.0120601585741503,-0.0835613067004839,0.960731079844603,0.997906536761553,-0.00714364651169659,-0.0494938977329061
"Gene56",0.971946098966906,0.999981955022432,0.00510247690707709,0.0353514571853898,0.522437222135865,0.991063703624337,-0.0925995584755109,-0.644316912462199
"Gene57",0.945302326490939,0.999981955022432,-0.00995404906378581,-0.0689670916990534,0.974274240111804,0.998818116694308,0.00467888321531618,0.0324166086397351
"Gene58",0.984780207854866,0.999981955022432,-0.00276780401299601,-0.0191759821548469,0.951105056604631,0.997906536761553,-0.00889669162797239,-0.061640527182398
"Gene59",0.672892750762113,0.999981955022432,0.0611972778909401,0.424783354026411,0.269625033319779,0.991063703624337,0.159146485788175,1.11683325884752
"Gene60",0.87559451629541,0.999981955022432,-0.0227120168959124,-0.157394068801468,0.352135429488801,0.991063703624337,-0.134387055819353,-0.939583877247783
"Gene61",0.984153711487555,0.999981955022432,-0.00288175009035916,-0.0199654331863512,0.702632167920832,0.991063703624337,0.0553489060908629,0.384057201099122
"Gene62",0.777948970389884,0.999981955022432,0.0408975472925523,0.283583780960914,0.301075582136357,0.991063703624337,0.149201150029244,1.04539716084802
"Gene63",0.926376685020539,0.999981955022432,-0.0134064754329497,-0.092891134604552,0.470436421639632,0.991063703624337,-0.104435413395401,-0.727528131692663
"Gene64",0.989193152094409,0.999981955022432,-0.00196522828034104,-0.0136155272125279,0.796857682874663,0.991063703624337,0.0373357550916962,0.258850175162022
"Gene65",0.978335853589947,0.999981955022432,0.00393998323028498,0.0272972164178448,0.627866171362908,0.991063703624337,0.0702433904452647,0.487865569963743
"Gene66",0.105883350223462,0.831544635262794,0.231412092091352,1.64800371589116,0.110371263780483,0.910291403876942,0.228563877752517,1.62659471867862
"Gene67",0.923741828010515,0.999981955022432,-0.0138876679416431,-0.0962258657542149,0.894128038312641,0.996962345947714,-0.0193073187835799,-0.133789967302926
"Gene68",0.334647110872324,0.999981955022432,0.139299258050178,0.974595554320608,0.130163308580443,0.950054235232067,0.216964312860797,1.53985286254752
"Gene69",0.88779868424459,0.999981955022432,-0.0204688029456995,-0.141841743653233,0.51876732061211,0.991063703624337,-0.0934145211676788,-0.650037202788293
"Gene70",0.903585575794187,0.999981955022432,0.0175739978552279,0.121775034991348,0.941472245568386,0.997010540963244,0.0106522330318557,0.0738050227502367
"Gene71",0.833216323427086,0.999981955022432,0.0305459279364953,0.211727196076346,0.966294870838482,0.998450539727219,0.00613087188276145,0.0424767246889118
"Gene72",0.908046252177154,0.999981955022432,0.0167573288049436,0.116114483643808,0.520226182496957,0.991063703624337,0.0930902131907087,0.647760701132515
"Gene73",0.889592068280278,0.999981955022432,0.0201395775586884,0.13955939199402,0.917604752001336,0.997010540963244,-0.0150090382928809,-0.103997382052947
"Gene74",0.94302712156724,0.999981955022432,-0.0103687673682921,-0.0718407895284373,0.874573693171473,0.996962345947714,0.0228998829270124,0.158696658956493
"Gene75",0.960237062390534,0.999981955022432,0.00723358790312281,0.0501170782769468,0.65280904189847,0.991063703624337,0.0652016351868064,0.452693461670779
"Gene76",0.900331512481519,0.999981955022432,-0.0181700968938299,-0.125906909945604,0.974498380682616,0.998818116694308,-0.00463810404776373,-0.0321340730821667
"Gene77",0.449164233955958,0.999981955022432,0.109475624939482,0.76305573966846,0.235139119268238,0.991063703624337,0.170983725626968,1.20231547453079
"Gene78",0.889798995196281,0.999981955022432,0.0201015968777233,0.139296094244192,0.401711777500232,0.991063703624337,0.12121919230997,0.846070321934666
"Gene79",0.99398372910254,0.999981955022432,0.00109403817190622,0.00757972333280613,0.715382249109208,0.991063703624337,0.0528685951843654,0.366797346135066
"Gene80",0.998300211449962,0.999981955022432,0.0003090980920197,0.00214149450190382,0.933937654172687,0.997010540963244,0.0120264231394486,0.0833275298938379
"Gene81",0.95884531253345,0.999981955022432,-0.00748698608243766,-0.0518728150460488,0.86112013432744,0.996962345947714,-0.0253793917259318,-0.175890239503719
"Gene82",0.938352934488496,0.999981955022432,-0.0112210268790231,-0.077746449408201,0.826514626335251,0.996962345947714,-0.0317921517337382,-0.220373886946715
"Gene83",0.981067070347988,0.999981955022432,0.00344316948164815,0.0238551193317426,0.907770938371686,0.997010540963244,-0.0168077186314896,-0.116463742147189
"Gene84",0.887737444551064,0.999981955022432,0.0204800469837796,0.141919693644242,0.43380970626026,0.991063703624337,0.113195544470048,0.789314877112372
"Gene85",0.767627918811716,0.999981955022432,0.0428517001066201,0.297158243581214,0.285853734934947,0.991063703624337,0.153925044224404,1.07928635427567
"Gene86",0.932526516679815,0.999981955022432,-0.0122839048720498,-0.0851118111015742,0.669323699723227,0.991063703624337,-0.0619054996771644,-0.429718075562887
"Gene87",0.610215809761,0.999981955022432,0.0738612802377109,0.513127555340556,0.235540215727096,0.991063703624337,0.170839488798306,1.20127073178176
"Gene88",0.9281516349078,0.999981955022432,-0.0130824048385236,-0.0906453167359538,0.730848290880591,0.991063703624337,-0.0498798752954271,-0.34600861626955
"Gene89",0.953460496070516,0.999981955022432,-0.00846762356702486,-0.0586675202371555,0.887050908567294,0.996962345947714,0.0206061079863833,0.142793623054016
"Gene90",0.991170617561051,0.999981955022432,0.0016056098312167,0.0111240055579551,0.676592463650378,0.991063703624337,-0.0604646211298536,-0.419679052998371
"Gene91",0.967189554921916,0.999981955022432,-0.00596804114332612,-0.0413485383002596,0.650035945219815,0.991063703624337,-0.0657582907128743,-0.456575021673397
"Gene92",0.893855536628586,0.999981955022432,0.0193572996963352,0.134136439440888,0.684174428489989,0.991063703624337,0.0589678054007642,0.409253087311026
"Gene93",0.735813579856413,0.999981955022432,-0.0489247626314782,-0.339367101889694,0.282555713685476,0.991063703624337,-0.154970041152869,-1.0867933049329
"Gene94",0.739221266581173,0.999981955022432,-0.0482704583636661,-0.334817842051288,0.355636004986632,0.991063703624337,-0.133421963775949,-0.932713572203856
"Gene95",0.673822655758737,0.999981955022432,0.0610129861099582,0.423499358480148,0.237163158732349,0.991063703624337,0.170257579922486,1.19705663005245
"Gene96",0.962459504866662,0.999981955022432,-0.00682898814497878,-0.0473137209779776,0.54561219210687,0.991063703624337,-0.0875170465416821,-0.608671343056552
"Gene97",0.917831291296982,0.999981955022432,0.0149676298513439,0.103710399253803,0.453885454981541,0.991063703624337,0.108345967691134,0.755087897993377
"Gene98",0.946248346163352,0.999981955022432,-0.00978163448077679,-0.0677723939286196,0.725453423746108,0.991063703624337,-0.0509200061132279,-0.35324239982681
"Gene99",0.267198127504464,0.999981955022432,0.159945048049823,1.12258403543274,0.114851575047642,0.912544462972137,0.225807523827067,1.6059181722654
"Gene100",0.912255303997491,0.999981955022432,0.0159871993621312,0.110776723910007,0.507868345038022,0.991063703624337,0.0958520332664372,0.667154215658644
"Gene101",0.999479008611245,0.999981955022432,-9.47396294340579e-05,-0.000656375409625825,0.548298202645292,0.991063703624337,0.0869348122205322,0.604591027073792
"Gene102",0.957163937590715,0.999981955022432,-0.00779314634612504,-0.0539941413307304,0.608976874661549,0.991063703624337,0.0741168928734415,0.514913133975949
"Gene103",0.94799694462755,0.999981955022432,0.00946298282824599,0.0655644038464779,0.616689286303371,0.991063703624337,0.07252929613589,0.503824635605151
"Gene104",0.972367516489986,0.999981955022432,-0.00502579906677955,-0.0348201970876492,0.603114277076354,0.991063703624337,-0.0753295032575351,-0.523385204033453
"Gene105",0.0495490752105168,0.493844603427077,0.279239183482257,2.01477019243984,0.0598538835650015,0.864354159918757,0.268023347413654,1.92744061480072
"Gene106",0.964692335650109,0.999981955022432,0.00642254895249919,0.0444976421533969,0.663137815474488,0.991063703624337,0.0631364067430818,0.438296299079073
"Gene107",0.821388655200903,0.999981955022432,0.03274689133409,0.226998863094262,0.344923694150728,0.991063703624337,0.136394024735381,0.953879847206526
"Gene108",0.924742308390179,0.999981955022432,0.0137049374031094,0.0949595099053934,0.481358596983742,0.991063703624337,0.101895060403067,0.709643271201665
"Gene109",0.512417956984862,0.999981955022432,0.0948313534794263,0.659985210363147,0.2919222679351,0.991063703624337,0.152022607423759,1.06562931168836
"Gene110",0.973469236719163,0.999981955022432,0.0048253450297728,0.0334313602318692,0.720199567664199,0.991063703624337,0.051935397390798,0.360305239128445
"Gene111",0.981827846183767,0.999981955022432,-0.00330479004994542,-0.0228963821327459,0.942061121906436,0.997010540963244,0.0105448718421621,0.0730610772611136
"Gene112",0.975000557461881,0.999981955022432,-0.00454674145632265,-0.0315010744552225,0.734335970514665,0.991063703624337,0.0492087756446788,0.341341929228015
"Gene113",0.994942460787504,0.999981955022432,0.000919693636736633,0.00637182711966475,0.637685777616703,0.991063703624337,-0.0682490030190981,-0.473948059137488
"Gene114",0.863121166444091,0.999981955022432,-0.0250101609180902,-0.173329695710785,0.42020367832861,0.991063703624337,-0.116553907996721,-0.813050616629488
"Gene115",0.926684615445409,0.999981955022432,-0.0133502488531212,-0.0925014808263983,0.460247147175153,0.991063703624337,0.106833886582818,0.744427322562855
"Gene116",0.476729137660518,0.999981955022432,0.102968036417378,0.717195617239341,0.287696993337523,0.991063703624337,0.153344432570818,1.07511701577814
"Gene117",0.950571297389968,0.999981955022432,-0.00899393182269125,-0.0623143078852253,0.826287594461775,0.996962345947714,-0.0318344091117006,-0.220667099670852
"Gene118",0.894612622824104,0.999981955022432,-0.0192184441649645,-0.133173883009282,0.946868158412515,0.997906536761553,0.00966867932945133,0.0669897066474158
"Gene119",0.977068320908062,0.999981955022432,-0.00417056479718386,-0.0288947717932216,0.977786980228634,0.998818116694308,-0.00403982960125977,-0.0279889888874154
"Gene120",0.70220096801936,0.999981955022432,0.0554330599507161,0.384642929739237,0.316855568144942,0.991063703624337,0.14446397212553,1.01148618676903
"Gene121",0.877291977974362,0.999981955022432,-0.0223997079565693,-0.155228676662946,0.901180911793885,0.996962345947714,-0.018014470519646,-0.124828169179839
"Gene122",0.979842093735904,0.999981955022432,0.00366598998672518,0.0253988943427596,0.544972672703228,0.991063703624337,0.0876558748497244,0.609644348746993
"Gene123",0.960815723519013,0.999981955022432,0.00712823645371662,0.0493871255640069,0.855126708936012,0.996962345947714,-0.0264862627673107,-0.183566610577258
"Gene124",0.990249088213801,0.999981955022432,0.00177319624570766,0.0122850832709719,0.898382100878159,0.996962345947714,-0.0185273436548457,-0.128383238622504
"Gene125",0.894592341631089,0.999981955022432,-0.0192221636716194,-0.133199666793555,0.79228979635741,0.991063703624337,0.0381941221667412,0.264809862183965
"Gene126",0.761373039817296,0.999981955022432,-0.0440396359428888,-0.30541186330073,0.289731093429254,0.991063703624337,-0.152706520755411,-1.0705375226196
"Gene127",0.764191635695566,0.999981955022432,-0.0435039741203894,-0.301689997843332,0.678145730724772,0.991063703624337,0.0601574736635283,0.417539409345036
"Gene128",0.909957696173969,0.999981955022432,-0.0164075368256647,-0.113690053760697,0.93571963808427,0.997010540963244,-0.011701327602739,-0.0810747263048566
"Gene129",0.768247626247498,0.999981955022432,-0.0427341572119692,-0.296341640456575,0.796455652334491,0.991063703624337,0.0374112507567745,0.259374322265779
"Gene130",0.498693262829207,0.999981955022432,-0.0979246748504409,-0.681718504061186,0.186033785482556,0.985683349914807,-0.190113768821676,-1.34161511472972
"Gene131",0.79633291057949,0.999981955022432,-0.0374343018835599,-0.259534361232374,0.967626980502893,0.998818116694308,-0.00588843321158269,-0.0407969692937092
"Gene132",0.000628834234132514,0.0128333517169901,0.466996027202905,3.65893009942112,0.0185437918781504,0.715635889324896,0.331882805449884,2.43750794947452
"Gene133",0.98466679934132,0.999981955022432,0.00278843043306768,0.0193188878394261,0.99393654181867,0.998818116694308,-0.00110261917653604,-0.007639174384378
"Gene134",0.492237361463039,0.999981955022432,-0.0993948311307656,-0.69205459395484,0.200195529414797,0.985683349914807,-0.184264734819681,-1.29886444252146
"Gene135",0.943179305609368,0.999981955022432,-0.0103410251416844,-0.0716485548270244,0.787738698017888,0.991063703624337,-0.0390506256878801,-0.27075719557777
"Gene136",0.872042633660753,0.999981955022432,0.0233658447723625,0.161927530460993,0.527055842943165,0.991063703624337,0.0915779526457322,0.637148020337813
"Gene137",5.38656732551601e-08,2.44843969341637e-06,-0.680617613049696,-6.43626424116887,0.00390154212770333,0.530511096559079,-0.401005208160616,-3.03276831296709
"Gene138",0.875108746041433,0.999981955022432,-0.0228014104566677,-0.15801388697215,0.567653400031616,0.991063703624337,-0.0827786301073301,-0.575482250755927
"Gene139",0.980289462637532,0.999981955022432,-0.00358461364074347,-0.024835091364295,0.927562379148145,0.997010540963244,0.0131899841498909,0.0913908410323019
"Gene140",0.91817905345675,0.999981955022432,0.0149040657408399,0.103269866775398,0.826816584558737,0.996962345947714,-0.0317359523852233,-0.21998393642373
"Gene141",0.807609693957867,0.999981955022432,-0.0353202443152891,-0.244858611389015,0.369498713833254,0.991063703624337,-0.129655835089154,-0.905928869019118
"Gene142",0.891121680791734,0.999981955022432,-0.0198588541726889,-0.137613315867755,0.996844921238274,0.998818116694308,-0.000573736405158783,-0.00397496306977397
"Gene143",0.83572382164985,0.999981955022432,-0.0300802082051064,-0.208496142628429,0.399947367064097,0.991063703624337,-0.121670758323266,-0.849269375219671
"Gene144",0.936664235178115,0.999981955022432,0.0115290235725633,0.0798807273423938,0.817768004555662,0.996962345947714,0.0334220838548515,0.231684425367874
"Gene145",0.831598663109414,0.999981955022432,-0.0308465389977859,-0.213812837752559,0.615950126277187,0.991063703624337,-0.0726810832222401,-0.504884617901216
"Gene146",0.623122748977164,0.999981955022432,0.0712114150723278,0.494622882479107,0.269450613141705,0.991063703624337,0.159203718174849,1.11724533792488
"Gene147",0.967061911392524,0.999981955022432,-0.00599127156425203,-0.0415094920101541,0.858660895048681,0.996962345947714,-0.0258333894956505,-0.1790387245243
"Gene148",0.172978797046329,0.999981955022432,-0.195795153116758,-1.38328229358917,0.108524775652082,0.910291403876942,-0.229724788986888,-1.63531550815154
"Gene149",0.538590767293629,0.999981955022432,0.0890456013218558,0.619386504475993,0.192783106716287,0.985683349914807,0.187288078770691,1.32094393318881
"Gene150",0.416748892183486,0.999981955022432,0.117416426076784,0.819151121281069,0.164460132130034,0.980185532557999,0.199671730513433,1.41179587712584
"Gene151",0.837657313116972,0.999981955022432,-0.0297213044692399,-0.206006246155002,0.584507906949906,0.991063703624337,-0.0792127235989833,-0.550531764047841
"Gene152",0.922266887928826,0.999981955022432,-0.0141570941266785,-0.0980930558200308,0.935566764184025,0.997010540963244,0.0117292148393936,0.0812679745308612
"Gene153",0.862998673161366,0.999981955022432,0.0250327588681644,0.173486406046732,0.459207293764307,0.991063703624337,0.107080264408909,0.746163993631408
"Gene154",0.984554155715603,0.999981955022432,-0.0028089177915219,-0.0194608300901129,0.760771566286,0.991063703624337,0.0441540185568004,0.30620664638945
"Gene155",0.648005618339679,0.999981955022432,-0.0661664441898397,-0.459421348446257,0.694524405655541,0.991063703624337,0.0569342995045764,0.3950932677803
"Gene156",0.607399835601509,0.999981955022432,-0.0744425863652862,-0.517188409389662,0.22589862357944,0.991063703624337,-0.174354536131441,-1.22675392174361
"Gene157",0.900329291718514,0.999981955022432,0.0181705038070098,0.125909730519556,0.428804185135397,0.991063703624337,0.114424050940491,0.797994306780468
"Gene158",0.760797456730328,0.999981955022432,-0.0441490944061877,-0.30617243087451,0.402861024416251,0.991063703624337,-0.120925684931318,-0.843991297904473
"Gene159",0.958665121779257,0.999981955022432,-0.00751979530979823,-0.0521001432389547,0.828789588286747,0.996962345947714,-0.0313688574109322,-0.217436825059446
"Gene160",0.945420464738891,0.999981955022432,0.00993251731716596,0.068817893256482,0.643634798682616,0.991063703624337,0.0670468395529608,0.465561723851808
"Gene161",0.983932579426126,0.999981955022432,-0.00292196961527488,-0.0202440857485537,0.720458773768128,0.991063703624337,0.0518852441241862,0.359956357869252
"Gene162",0.235964560480217,0.999981955022432,-0.170687074843179,-1.20016684654043,0.110129193117544,0.910291403876942,-0.228715220105815,-1.6277311895653
"Gene163",0.970747837783462,0.999981955022432,0.00532051076165472,0.0368621015924447,0.789430450640575,0.991063703624337,0.038732090160526,0.26854530021529
"Gene164",0.925600313619467,0.999981955022432,-0.0135482457042315,-0.0938736155319628,0.72471902958274,0.991063703624337,-0.0510617928764319,-0.354228571012874
"Gene165",0.964651003982858,0.999981955022432,-0.00643007204757938,-0.044549766913931,0.969476532741258,0.998818116694308,-0.00555184830201691,-0.0384649261471869
"Gene166",0.802020166767072,0.999981955022432,0.0363671765805189,0.252125972741905,0.356875187232695,0.991063703624337,0.133081719361095,0.930292082710505
"Gene167",0.965680173125516,0.999981955022432,-0.00624274997659303,-0.0432518833664722,0.978897378571529,0.998818116694308,0.00383783725362628,0.0265895122769601
"Gene168",0.942348806156232,0.999981955022432,0.0104924246269695,0.072697651981813,0.667373580765541,0.991063703624337,0.0622930755196882,0.432418887546364
"Gene169",0.752214366946937,0.999981955022432,-0.0457842706356218,-0.317535715399144,0.472942086521468,0.991063703624337,-0.103849880693615,-0.723404539364861
"Gene170",0.968851289621759,0.999981955022432,0.00566562786723937,0.0392532512981152,0.72612529038957,0.991063703624337,-0.0507903326500667,-0.352340499173226
"Gene171",0.557242896673508,0.999981955022432,-0.0850056502377111,-0.59107583776124,0.217497139877745,0.991063703624337,-0.177503016576599,-1.24962062796767
"Gene172",0.922009222269254,0.999981955022432,-0.0142041665435784,-0.0984192814872116,0.692693823475352,0.991063703624337,-0.0572931609877026,-0.397591748115409
"Gene173",0.816620089437673,0.999981955022432,0.0336362972774888,0.233171045701058,0.357650316423174,0.991063703624337,0.132869257127162,0.928780177616141
"Gene174",0.778172589811652,0.999981955022432,0.0408552887374159,0.283290269776385,0.300823217741489,0.991063703624337,0.149278190490448,1.04594925447436
"Gene175",0.18335282777025,0.999981955022432,0.191256536813192,1.34998476101863,0.112170694168289,0.912023216874023,0.227446757783721,1.6182098031776
"Gene176",0.86973582890593,0.999981955022432,0.0237907252232132,0.164873645072874,0.999453660049326,0.999453660049326,-9.93491369417343e-05,-0.000688311014881709
"Gene177",0.753890237861745,0.999981955022432,0.0454645608553793,0.315313766880141,0.290204843433538,0.991063703624337,0.152558368288037,1.06947414993156
"Gene178",0.991472830616699,0.999981955022432,-0.00155065078233428,-0.0107432366753576,0.708916160655748,0.991063703624337,-0.0541245429612083,-0.375536297253623
"Gene179",0.927627880442764,0.999981955022432,-0.0131780253563025,-0.091307966473237,0.603436481623691,0.991063703624337,0.0752627265013686,0.522918598592305
"Gene180",1.99762536001735e-05,0.00057623808462039,-0.563978364096647,-4.7316615417919,0.00974958913649715,0.55399768250152,-0.362174566129664,-2.69197651716495
"Gene181",0.968208635899597,0.999981955022432,-0.00578257927032131,-0.0400635542125941,0.788634103489153,0.991063703624337,0.0388820095680918,0.269586323107001
"Gene182",0.812424973778951,0.999981955022432,0.0344197599323665,0.238608475937995,0.402630259688791,0.991063703624337,0.120984581130934,0.844408463978728
"Gene183",0.975495248436432,0.999981955022432,0.00445674248786969,0.030877524355729,0.703436850132092,0.991063703624337,0.0551919109857475,0.382964503940597
"Gene184",0.958648894173979,0.999981955022432,-0.00752275005896181,-0.0521206160788388,0.950132565730103,0.997906536761553,-0.00907386283573642,-0.0628681539872145
"Gene185",0.989161871745394,0.999981955022432,-0.00197091695879594,-0.0136549397619606,0.918051038516245,0.997010540963244,0.0149274640414233,0.103432029070896
"Gene186",0.659542474232639,0.999981955022432,0.0638538606947447,0.443297178246715,0.26610407165877,0.991063703624337,0.160306621226932,1.12518861633203
"Gene187",0.995069569286866,0.999981955022432,0.000896579166911607,0.00621168517703984,0.755292124802647,0.991063703624337,0.0451972841406694,0.313456297056112
